id,county,name,type,location,name_of_good,price_of_good,notes,pre_post,date,time,temp,weather,duration,no_cases,case_rate,neg_rate,geo_id,pop_total,hours
store_5,dane,metcalfes,grocery,urban,onions,1.29,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,apples,1.49,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,oranges,0.99,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,milk,2.99,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,chp_bttr,3.69,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,exp_bttr,6.99,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,yogurt,2.99,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,chp_eggs,1.15,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,exp_eggs,5.49,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,soda,1.39,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_9,dane,steves,liquor,urban,jack_daniels,24.99,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,smirnoff,11.99,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,absolut,19.99,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,chp_vodka,6.99,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,chp_scotch,22.99,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,exp_scotch,239.99,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,franzia,19.99,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,barefoot,8,11.99/1.5L,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,miller_lite,11.39,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,spotted_cow,8.99,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_9,dane,steves,liquor,urban,lagunitas,8.99,,pre,5.16.20,1500,70,sunny,70,519,9.493410403,3433,55025010100,546695,15
store_10,dane,millers,liquor,urban,jack_daniels,29.18,,pre,5.16.20,1500,70,sunny,90,519,9.493410403,3433,55025000902,546695,15
store_10,dane,millers,liquor,urban,smirnoff,14.99,,pre,5.16.20,1500,70,sunny,90,519,9.493410403,3433,55025000902,546695,15
