"","id","county","name","type","location","gloves","mask","homeade","gender","age","uncover_nose","touch_face","remove_mask","broke_6ft","pre_post","date","time","temp","weather","duration","no_cases","case_rate","neg_rate","pct_fatality","X","X.1","X.2","X.3","X.4","avg_zscore_price_index","median_zscore_price_index","pop_density","pop_total","case_rate_june19","case_rate_two_weeks_prior","age_two_bins"
"55","store_1","dane","pns","grocery","urban",0,0,0,1,"y",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"56","store_1","dane","pns","grocery","urban",0,0,0,0,"y",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"57","store_1","dane","pns","grocery","urban",0,1,1,0,"e",0,0,1,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"58","store_1","dane","pns","grocery","urban",0,1,0,1,"e",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"59","store_1","dane","pns","grocery","urban",0,0,0,0,"a",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"60","store_1","dane","pns","grocery","urban",0,1,0,0,"a",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"61","store_1","dane","pns","grocery","urban",0,1,0,0,"a",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"62","store_1","dane","pns","grocery","urban",0,0,0,0,"a",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"63","store_1","dane","pns","grocery","urban",0,1,1,1,"y",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"64","store_1","dane","pns","grocery","urban",0,1,0,1,"y",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"65","store_1","dane","pns","grocery","urban",0,0,0,1,"a",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"66","store_1","dane","pns","grocery","urban",0,0,0,1,"y",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
